,id_prodotto,descrizione,cat1,cat2,cat3,iva,pzxcar,um,costo,prezzo_vendita,brand
4389,COD_E09C988944,spaz. vertical ,CURA PERSONA,IGIENE ORALE,SPAZZOLINI,22,12.0,PZ,2.5,3.75,B132
4398,COD_AE6FBC6393,gocce cioccolat,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,INGREDIENTI PER PASTICCERIA,10,15.0,PZ,4.6,6.29,B028
4399,COD_50D44DCA2C,latte ps uht 1l,FRESCHI,LATTICINI UHT ED ASSIMILABILI,LATTE UHT,04,10.0,PZ,0.63,1.19,B044
4401,COD_8BDCA7AE2A,tonno 80g x3+1p,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,24.0,PZ,6.04,7.69,B045
4402,COD_745D133087,sport 100g bian,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,10.0,PZ,1.44,2.19,B034
4405,COD_9E666A9552,merendina parad,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,7.0,PZ,1.25,2.09,B026
4406,COD_87D047B0B9,fiesta t10 gr 4,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,14.0,PZ,2.46,3.19,B023
4407,COD_0F2462B029,brioss t10 280g,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,0.85,1.79,B026
4408,COD_DECB40FC93,brioss 280g,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,2.61,3.19,B026
4409,COD_F32FBF916D,colazione piu' ,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,2.03,2.69,B026
4410,COD_6F8D1E0CCC,400g vasetto,SCATOLAME DOLCE,SPALMABILI DOLCI,CREME SPALMABILI DOLCI,10,15.0,PZ,3.72,4.69,B023
4412,COD_DF7ABBBA8A,delice t10 390g,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,14.0,PZ,3.48,4.19,B026
4420,COD_A80B1AFB9D,merendina fetta,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,8.0,PZ,1.55,2.19,B026
4421,COD_01480EE4FF,brioss t10 280g,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,2.76,3.29,B026
4424,COD_21FBFBA500,merendina choco,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,10.0,PZ,2.35,3.19,B026
4425,COD_8516208D76,merendina maxi ,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,12.0,PZ,0.82,1.79,B026
4427,COD_0A488056A3,merendina pingu,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,9.0,PZ,1.25,1.89,B026
4428,COD_BD2771E2CC,merendina pingu,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,9.0,PZ,1.98,2.69,B026
4429,COD_F7DC480C86,fetta al latte ,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,7.0,PZ,2.73,3.59,B026
4430,COD_7982C7C22E,merendina pingu,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,6.0,PZ,3.13,4.09,B026
4431,COD_D67475CE72,bucatini 6 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,36.0,PZ,1.06,1.15,B007
4432,COD_3116D0F613,vermicelli 7 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,36.0,PZ,0.86,0.95,B007
4433,COD_60DE84DEE8,spaghetti risto,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,36.0,PZ,0.06,0.15,B007
4434,COD_6785D68A06,spaghettini 9 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,36.0,PZ,0.96,1.05,B007
4435,COD_5AB02E0494,capellini 11 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,36.0,PZ,1.36,1.45,B007
4436,COD_9C02515013,linguine 14 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,36.0,PZ,1.36,1.45,B007
4437,COD_6BC7BB9834,bavettine 15 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,36.0,PZ,0.36,0.45,B007
4438,COD_44947ABD4D,regine 4 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.3,0.59,B007
4439,COD_245C64ABFC,rigatoni 17 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.16,0.25,B007
4440,COD_49BB1D18DE,canneroni rigat,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.16,0.25,B007
4441,COD_7DF5141DF2,elicoidali 22 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.26,1.35,B007
4442,COD_4C87BBAAD4,penne mezzani r,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.26,1.35,B007
4443,COD_38E769D1FD,cannerozzetti 2,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.06,1.15,B007
4444,COD_AF1408216F,penne ziti riga,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.16,0.25,B007
4445,COD_AB894A8B4B,penne candela 2,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.14,-0.05,B007
4446,COD_37B0514A90,pennoni rigati ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.06,0.15,B007
4447,COD_A4FFB3FF54,penne zitoni 30,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.36,0.45,B007
4448,COD_53D2F80417,zitoni tagliati,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.26,0.35,B007
4449,COD_9921DF8649,penne ziti 32 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.36,0.45,B007
4450,COD_125366E96C,penne mezzani 3,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.26,1.35,B007
4451,COD_DF60A331E3,penne regine 36,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.14,-0.05,B007
4452,COD_78449D1596,pennette di mez,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.86,0.95,B007
4453,COD_CF853192DD,fusilli 40 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.24,-0.15,B007
4454,COD_5E0C0E197D,fusilletti 51 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.26,0.35,B007
4455,COD_81CF098F63,lumachine 52 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.96,1.05,B007
4456,COD_5808C261DA,gomiti 53 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.76,0.85,B007
4457,COD_E0B485C87C,nocelline rigat,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.24,-0.15,B007
4458,COD_95361F57E8,gnocchetti sard,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.56,1.89,B007
4459,COD_435D58BC1F,margheritine 60,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.96,1.05,B007
4460,COD_C3CA8BD833,ditali 61 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.16,1.25,B007
4461,COD_D4B8CBBF97,paternosti lisc,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.06,1.15,B007
4462,COD_91F149AB14,paternosti riga,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.76,0.85,B007
4463,COD_015C9A9F30,paternostini li,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.06,0.15,B007
4464,COD_16DEFE5E70,paternostini ri,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.86,0.95,B007
4465,COD_500976DA3D,spaghetti tagli,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.26,0.35,B007
4466,COD_FD20504658,rosmarino 70 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.24,-0.15,B007
4467,COD_D19E85549A,seme cicoria 73,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.16,1.25,B007
4468,COD_DFFFD4B9CE,stelline 74 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.16,0.25,B007
4469,COD_C7A4BC6826,orecchiette 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.56,1.9,B007
4470,COD_A47E874D29,lasagnoni 87 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,20.0,PZ,0.49,0.95,B007
4471,COD_4789D38FEF,zitoni 01 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,20.0,PZ,0.3,0.59,B007
4472,COD_040ABF25CB,ziti 02 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.3,1.59,B007
4473,COD_B2983E936D,mafaldine 81 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.6,1.89,B007
4474,COD_8AC38EF1AA,tripoline 82 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.0,1.29,B007
4475,COD_A45535B2A1,farfalle 85 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.14,1.39,B007
4476,COD_E82C6D6903,fiocchetti 88 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.06,0.19,B007
4477,COD_AA88EA9132,fettuccine n.90,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,12.0,PZ,1.19,1.49,B007
4478,COD_697D283599,tagliatelle 91 ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,12.0,PZ,1.39,1.69,B007
4479,COD_97CAD4B672,orecchiette di ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.46,1.8,B007
4480,COD_7EB0738335,lumache 50 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.36,1.45,B007
4481,COD_3E0104389B,mezze penne zit,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.06,0.15,B007
4482,COD_3ABF7E7DFB,rotelle 43 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.06,0.19,B007
4483,COD_91D63252E6,pasta mista 41 ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.76,0.85,B007
4498,COD_B9F67BE20C,tov. 1velo pacc,CURA CASA,USA E GETTA - ACCESSORI E CARTA,TOVAGLIOLI DI CARTA,22,10.0,PZ,2.33,3.39,B091
4522,COD_CACD435E0F,uova allevate a,FRESCHI,UOVA FRESCHE,UOVA DI GALLINA,10,16.0,PZ,1.99,2.69,B135
4525,COD_E9EB00C430,150g classico,FRESCHI,FORMAGGI BLS,FRESCHI INDUSTRIALI,04,10.0,PZ,2.22,2.69,B151
4533,COD_B2BB557A9C,bisc.ottimini c,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,0.86,1.59,B007
4535,COD_F3965A4EC0,bisc.ottimini i,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI INTEGRALI/MULTICEREALI,10,12.0,PZ,2.06,2.79,B007
4539,COD_D86DA107EB,linguine n.6 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.59,1.99,B011
4548,COD_2F62A07C21,creme dessert c,FRESCHI,FRESCHI DOLCI,DESSERT FRESCHI,10,4.0,PZ,2.07,2.95,B028
4560,COD_347FB5E492,spaghetti 400g ,SCATOLAME SALATO,PASTA - PASTA SENZA GLUTINE,PASTA SENZA GLUTINE,04,12.0,PZ,1.31,1.79,B001
4561,COD_20589FEE02,penne rigate 40,SCATOLAME SALATO,PASTA - PASTA SENZA GLUTINE,PASTA SENZA GLUTINE,04,14.0,PZ,2.31,2.79,B001
4562,COD_79AE37D969,fusilli 400g gl,SCATOLAME SALATO,PASTA - PASTA SENZA GLUTINE,PASTA SENZA GLUTINE,04,14.0,PZ,1.7,2.19,B001
4563,COD_4FBCBE62E9,tortiglioni 400,SCATOLAME SALATO,PASTA - PASTA SENZA GLUTINE,PASTA SENZA GLUTINE,04,14.0,PZ,0.91,1.39,B001
4566,COD_8610BF0ED7,cuore brodo bas,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,1.12,1.59,B052
4567,COD_055B44C025,cuore brodo bas,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,0.82,1.29,B052
4575,COD_023BC109C7,dessert nuvole ,FRESCHI,FRESCHI DOLCI,DESSERT FRESCHI,10,8.0,PZ,1.29,2.35,B028
4576,COD_725131C553,dessert nuvole ,FRESCHI,FRESCHI DOLCI,DESSERT FRESCHI,10,8.0,PZ,1.78,2.85,B028
4586,COD_42C7C64FA8,175g hot&spicy,SCATOLAME SALATO,FUORI PASTO SALATI,ESTRUSI,10,19.0,PZ,2.77,3.39,B103
4588,COD_FEBB055A7F,gratt.reggiano ,FRESCHI,FORMAGGI BLS,GRANA E SIMILI,04,10.0,PZ,0.98,1.49,B152
4590,COD_EEE08E9BBD,pesto 190g basi,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,1.47,2.29,B001
4630,COD_08D62D559F,speck alto adig,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,8.0,PZ,1.29,2.79,B141
4631,COD_2AF948300E,culatta stagion,GASTRONOMIA,SALUMI,PROSCIUTTO CRUDO,10,3.0,KG,13.41,29.6,B143
4633,COD_4A33D63CDF,lo spalmabile v,FRESCHI,GASTRONOMIA VEGETALE SOSTITUTIVA,SOSTITUTIVI DEL FORMAGGIO,10,9.0,PZ,0.72,1.45,B043
4642,COD_E104283E6D,focaccelle 198g,SCATOLAME SALATO,PANE E SOSTITUTIVI: PANINI E SPECIALITA',SPECIALITA' SOSTITUTIVI PANE,10,9.0,PZ,2.29,2.99,B012
4648,COD_7AB0C93869,salsa di pomodo,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,1.93,2.39,B050
4649,COD_B45582911D,patatine 100g k,SCATOLAME SALATO,FUORI PASTO SALATI,PATATINE,10,20.0,PZ,0.11,0.89,B108
4650,COD_338FC04899,sgombri griglia,SCATOLAME SALATO,CONSERVE ANIMALI,ALTRE CONSERVE PESCE,10,14.0,PZ,3.38,3.69,B045
4651,COD_416635A02A,sgombri griglia,SCATOLAME SALATO,CONSERVE ANIMALI,ALTRE CONSERVE PESCE,10,14.0,PZ,2.98,3.29,B045
4671,COD_251B98DCCE,pasta sfoglia d,FRESCHI,ALTRI PRODOTTI FRESCHI,BASI,10,10.0,PZ,2.17,3.09,B020
4683,COD_6F2B4259FD,milk 480g multi,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,8.0,PZ,0.64,1.19,B150
4684,COD_193180EF40,cremoso milk 15,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,6.0,PZ,-0.12,0.39,B150
4685,COD_C78764DFED,cremoso milk 15,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,6.0,PZ,0.18,0.69,B150
4686,COD_C77463ADB5,cremoso milk 15,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,6.0,PZ,0.18,0.69,B150
4689,COD_8C81AD01D0,cialde decisa 5,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,1.0,PZ,6.02,9.5,B080
4704,COD_C83E403CFC,prosc.crudo pri,GASTRONOMIA,SALUMI,PROSCIUTTO CRUDO,10,2.0,KG,7.9,13.3,B143
4708,COD_C1791DFE83,caserecce 500g ,SCATOLAME SALATO,PASTA,PASTA INTEGRALE/FARRO/KAMUT,04,14.0,PZ,1.29,1.79,B001
4709,COD_90725F4C38,linguine 500g i,SCATOLAME SALATO,PASTA,PASTA INTEGRALE/FARRO/KAMUT,04,24.0,PZ,1.52,1.99,B001
4711,COD_A12C6D7319,fusilli n.28 50,SCATOLAME SALATO,PASTA,PASTA INTEGRALE/FARRO/KAMUT,04,12.0,PZ,1.65,2.19,B011
4712,COD_17B5829924,spaghettone gra,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.64,2.05,B009
4731,COD_71CEE33A1E,espresso nap.50,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,6.0,PZ,6.58,10.19,B078
4745,COD_CC86798F83,energydrink 50c,BEVANDE,BEVANDE GASSATE,ENERGY DRINK,22,24.0,PZ,1.49,1.95,B062
4753,COD_3984591B92,birra 50cl crud,BEVANDE,BIRRE,BIRRE NAZIONALI VETRO,22,20.0,PZ,0.18,0.79,B110
4759,COD_B73AFDA516,bibita 20clx4 c,BEVANDE,BEVANDE GASSATE,ALTRE BEVANDE GASSATE,22,6.0,PZ,3.11,4.09,B064
4762,COD_6284374E26,capsule a modo ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,9.36,14.69,B076
4763,COD_DE07EEAF38,bibita 20clx4 c,BEVANDE,BEVANDE GASSATE,ALTRE BEVANDE GASSATE,22,6.0,PZ,3.01,3.99,B064
4764,COD_C120942814,acqua 50cl magn,BEVANDE,BEVANDE PIATTE,INTEGRATORI E ACQUE AROMATIZZATE,22,12.0,PZ,1.45,1.99,B066
4776,COD_55BADD1FC7,suino salsiccia,MACELLERIA,SUINO,SUINO,10,2.0,KG,5.24,9.19,B133
4777,COD_9C67B8EF35,suino salsiccia,MACELLERIA,SUINO,SUINO,10,2.0,KG,5.65,9.29,B133
4782,COD_B015561D33,crema f.te g200,SCATOLAME DOLCE,SPALMABILI DOLCI,CREME SPALMABILI DOLCI,10,12.0,PZ,2.9,4.99,B027
4786,COD_2E27C6F5F7,crema di yogurt,FRESCHI,YOGURT,YOGURT INTERO,10,10.0,PZ,0.17,0.59,B154
4787,COD_A8D49A5475,crema di yogurt,FRESCHI,YOGURT,YOGURT INTERO,10,10.0,PZ,0.16,0.59,B154
4788,COD_A9A03457F0,yogurt magro 0%,FRESCHI,YOGURT,YOGURT MAGRO,10,5.0,PZ,1.07,1.39,B154
4797,COD_7FFAB69195,yogurt 0% x8 bi,FRESCHI,YOGURT,YOGURT MAGRO,10,3.0,PZ,1.57,3.29,B154
4811,COD_87B6FB6F78,pizza regina ma,SURGELATI,SURGELATO SPECIALITÀ,SURGELATI PIZZE,10,4.0,PZ,2.82,4.69,B019
4815,COD_1094C201E4,buon minestrone,SURGELATI,SURGELATO VERDURE,SURG. VEGETALI NATURALI/FRUTTA,04,12.0,PZ,1.76,2.99,B098
4829,COD_C308DA81C1,filetti platess,SURGELATI,SURGELATO PESCE,SURG. PESCE PREPARATO PANATO,10,9.0,PZ,5.18,6.79,B097
4837,COD_B3DC0AD519,pizza regina al,SURGELATI,SURGELATO SPECIALITÀ,SURGELATI PIZZE,10,5.0,PZ,2.6,3.69,B019
4843,COD_7B9358F4CE,sottilette crem,FRESCHI,FORMAGGI BLS,FUSI IN FETTE,04,12.0,PZ,2.34,3.09,B151
4846,COD_F77B2DE703,mela golden ron,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,SNACK,04,21.0,PZ,0.86,1.19,B136
4849,COD_9700B239E6,cuore di brodo ,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,0.53,0.99,B052
4850,COD_EBB1FD099C,cuore di brodo ,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,0.62,1.09,B052
4851,COD_DDED5D7793,pesto 190g tigu,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,0.69,1.49,B051
4852,COD_0495141332,ric.sapone liqu,CURA PERSONA,IGIENE PERSONALE,SAPONI PERSONA,22,10.0,PZ,0.74,1.39,B122
4859,COD_07B049748F,tisana depurati,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,10.0,PZ,1.28,2.39,B075
4860,COD_950DB13DE0,tisana drenante,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,10.0,PZ,2.18,3.29,B075
4861,COD_55CF156BEE,tisana rilassan,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,10.0,PZ,1.18,2.29,B075
4862,COD_68B205574E,tisana snellent,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,10.0,PZ,2.49,3.59,B075
4863,COD_A83392BF7F,camomilla finoc,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,CAMOMILLA,10,12.0,PZ,1.52,2.19,B075
4864,COD_3894434F3E,infuso 20 filtr,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,12.0,PZ,1.73,2.59,B075
4865,COD_D6737524B6,infuso 20 filtr,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,12.0,PZ,1.73,2.59,B075
4872,COD_722067981D,mousse di mele ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,1.02,1.39,B136
4873,COD_11DF6CA78B,mousse di mele ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,0.1,0.49,B136
4874,COD_818E350FEE,mousse di mele ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,0.1,0.49,B136
4875,COD_0905ED3FA5,mousse di mele ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,1.2,1.59,B136
4876,COD_BE4890C310,mousse di mele ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,-0.3,0.09,B136
4877,COD_E60650C6D9,mousse di mele/,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,0.13,0.49,B136
4878,COD_6B683E100C,mousse di mele ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,0.83,1.19,B136
4879,COD_37D269126A,mousse di mele ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,18.0,PZ,0.12,0.49,B136
4881,COD_B07B01D7D0,sport 100g nocc,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,20.0,PZ,0.97,1.79,B034
4882,COD_233CA2AD13,sport 100g bian,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,10.0,PZ,1.16,1.99,B034
4883,COD_46F0D14E59,sport 100g fond,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,20.0,PZ,2.16,2.99,B034
4884,COD_D77309E97D,sport 100g fond,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,12.0,PZ,1.73,2.49,B034
4885,COD_25CF9AFFC1,sport 100g gian,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,13.0,PZ,1.74,2.49,B034
4886,COD_9A33DCCF50,sport 100g latt,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,12.0,PZ,0.83,1.59,B034
4924,COD_F27021CE00,spaghetti chita,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,20.0,PZ,0.44,0.85,B009
4926,COD_7742023FB6,merenda ' mio 1,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,6.0,PZ,1.44,2.59,B029
4927,COD_5C313E414A,crema 150ml int,CURA PERSONA,CORPO MANI PIEDI,TRATTAMENTO CORPO,22,6.0,PZ,1.08,1.99,B122
4928,COD_D9A2EC282E,merenda ' mio 1,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,6.0,PZ,2.42,3.59,B029
4930,COD_38BEE4E1FA,bisc. fagottini,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI INTEGRALI/MULTICEREALI,10,12.0,PZ,2.9,3.39,B015
4945,COD_BE7E0BC69E,pollo busto x1 ,MACELLERIA,POLLAME,POLLAME CONFEZIONATO MARCA,10,4.0,KG,3.77,5.99,B133
4946,COD_9CAD3CA34E,pollo quarto po,MACELLERIA,POLLAME,POLLAME CONFEZIONATO MARCA,10,5.0,KG,4.54,7.01,B133
4949,COD_C6F883F5CB,pollo fusi x 3 ,MACELLERIA,POLLAME,POLLAME CONFEZIONATO MARCA,10,8.0,KG,3.78,6.39,B133
4950,COD_7AA29598F3,pollo sovracosc,MACELLERIA,POLLAME,POLLAME CONFEZIONATO MARCA,10,8.0,KG,6.37,9.93,B133
4951,COD_A3FCDFACAD,pollo controfil,MACELLERIA,POLLAME,POLLAME CONFEZIONATO MARCA,10,8.0,PZ,4.8,6.29,B133
4952,COD_D1603BAFB2,pollo filetto a,MACELLERIA,POLLAME,POLLAME CONFEZIONATO MARCA,10,8.0,KG,9.34,15.51,B133
4953,COD_7AD254F980,sottilissime di,MACELLERIA,POLLAME,POLLAME CONFEZIONATO MARCA,10,10.0,KG,11.13,18.12,B133
4957,COD_AFC1CE17F4,pollo quarto po,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,12.0,KG,4.44,6.46,B133
4974,COD_35CAC5189E,pollo busto ev.,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,12.0,KG,4.14,5.29,B133
4980,COD_721B8759B2,pollo fusi x8,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,8.0,KG,2.54,5.5,B133
4986,COD_861C6CCE08,pollo ali bianc,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,2.0,KG,4.7,6.7,B133
4987,COD_DDB2A2FA16,pollo ali giall,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,2.0,KG,3.5,5.5,B133
